seed,mode,latch_physics,rgbd_valid,episode_steps,episode_return,full_success,reach_success,grasp_success,lift_success,entered_place,place_success,supervisor_grasp_confirmed,supervisor_task_complete,supervisor_failed,supervisor_failure_reason,sim_latch_ever,empty_grasp_confirmation,object_dropped,hold_lost_or_unlatched,max_tracker_truth_error_m_evaluator_only,source_consistency_failures,supervisor_events,privileged_events,sim_latch_first_step,privileged_release_first_step,initial_object_xyz,initial_goal_xyz,final_goal_xy_m,supervisor_stage,supervisor_grasp_phase,supervisor_last_diagnostics,final_gripper_state
27,deployable_fsm,True,True,900,-132.50684290960064,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.02141069098208688,0,{'reach_to_grasp': 325},{'reach_to_grasp': 326},,,"[0.5593208649430356, -0.07447429111102735, 0.315]","[0.5859504101964218, -0.12790136314229925, 0.315]",0.07450762562878548,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.009612471532684054, 'grasp_z_error': 0.03025113130316387, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.06022588152241824, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780785117701, 'velocity': 3.629154091702232e-11, 'motion_status': 'stopped', 'actuator_effort': -0.0002959400921921718, 'fault': False, 'grasp_hold_confidence': 0.0029594009219217174, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
28,deployable_fsm,True,True,900,-66.94365433417966,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.019801494411094786,0,{'reach_to_grasp': 293},{'reach_to_grasp': 294},,,"[0.6055501807946473, 0.1539571816307454, 0.315]","[0.49656256955193967, 0.13160209467086345, 0.315]",0.1090040035765884,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.003834181419659308, 'grasp_z_error': 0.02801089322999134, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.11032111204870791, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780746111684, 'velocity': -6.218057419334608e-10, 'motion_status': 'stopped', 'actuator_effort': -0.0002959927305721003, 'fault': False, 'grasp_hold_confidence': 0.0029599273057210026, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
29,deployable_fsm,True,True,469,57814.55381338199,True,True,True,True,True,True,True,True,False,,True,False,False,False,0.007068160969991378,0,"{'reach_to_grasp': 243, 'grasp_confirmed': 279, 'grasp_to_lift': 279, 'lift_to_place': 303, 'release_commanded': 437, 'release_complete': 469}","{'reach_to_grasp': 244, 'grasp_to_lift': 280, 'lift_to_place': 304}",280,438,"[0.36501409110622063, 0.0025289194285797456, 0.315]","[0.3737449995652378, -0.08859247723916898, 0.315]",0.013559783442267943,5,3,"{'pregrasp_ready': False, 'grasp_xy_error': 0.003938389442622976, 'grasp_z_error': 0.002770947918957767, 'stable_geometry': True, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': True, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.008211711108755643, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9946476941397958, 'velocity': 0.019872779688070535, 'motion_status': 'stopped', 'actuator_effort': -0.07285231250339909, 'fault': False, 'grasp_hold_confidence': 0.7285231250339909, 'timestamp': 12.740000000000924, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
30,deployable_fsm,True,True,900,-46.53707494113466,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.03061175616625193,0,{'reach_to_grasp': 267},{'reach_to_grasp': 268},,,"[0.42073964144375986, -0.028357200533675547, 0.315]","[0.4686794566016117, 0.0031776981722651323, 0.315]",0.0472647229960037,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.007980050988127397, 'grasp_z_error': 0.034877869020314034, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.05712949010913239, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780861609663, 'velocity': -2.417242206785944e-10, 'motion_status': 'stopped', 'actuator_effort': -0.000295836819703134, 'fault': False, 'grasp_hold_confidence': 0.00295836819703134, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
31,deployable_fsm,True,True,900,-196.6998553069902,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.01892253923773459,0,{'reach_to_grasp': 363},{'reach_to_grasp': 364},,,"[0.6209515432744581, -0.17292869505534678, 0.315]","[0.7232290912928083, -0.19074938171141773, 0.315]",0.095565950765146,1,0,"{'pregrasp_ready': False, 'grasp_xy_error': 0.010232215044528996, 'grasp_z_error': 0.02673205829061659, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.10348459261950796, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780764048136, 'velocity': -1.1777239056417899e-09, 'motion_status': 'stopped', 'actuator_effort': -0.00029596849968431175, 'fault': False, 'grasp_hold_confidence': 0.0029596849968431174, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
32,deployable_fsm,True,True,900,35.555343469876746,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.046738284087301026,0,{'reach_to_grasp': 248},{'reach_to_grasp': 249},,,"[0.3980728491124304, 0.028891798188833556, 0.315]","[0.4335398704985005, -0.04300712163954415, 0.315]",0.11582699369304122,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.006468357322737757, 'grasp_z_error': 0.03546508188957387, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.0806766063227159, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780867739708, 'velocity': 1.7780099332481857e-10, 'motion_status': 'stopped', 'actuator_effort': -0.000295828556727213, 'fault': False, 'grasp_hold_confidence': 0.0029582855672721296, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
33,deployable_fsm,True,True,900,18.56545214065064,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.030994046856375024,0,{'reach_to_grasp': 278},{'reach_to_grasp': 279},,,"[0.48309267108880016, 0.02739647676982257, 0.315]","[0.48636708144087826, -0.09520810805293414, 0.315]",0.144565664515807,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.007134271383334504, 'grasp_z_error': 0.033194633221833525, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.12365879765752505, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.999978081738725, 'velocity': 5.671102785720746e-11, 'motion_status': 'stopped', 'actuator_effort': -0.00029589652891317625, 'fault': False, 'grasp_hold_confidence': 0.0029589652891317624, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
34,deployable_fsm,True,True,900,342.4596776943771,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.06785765372838204,0,{'reach_to_grasp': 210},{'reach_to_grasp': 211},,,"[0.35120847304791303, 0.14887076570821695, 0.315]","[0.3916367596237975, 0.2053030746500703, 0.315]",0.059010986311757364,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.003595968764235479, 'grasp_z_error': 0.03592421815316321, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.06885424111262486, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780875131494, 'velocity': 3.731578849536273e-11, 'motion_status': 'stopped', 'actuator_effort': -0.0002958185736018652, 'fault': False, 'grasp_hold_confidence': 0.002958185736018652, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
35,deployable_fsm,True,True,900,29.857889259688676,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.0363583257130788,0,{'reach_to_grasp': 275},{'reach_to_grasp': 276},,,"[0.4513848676651174, -0.016601777558658826, 0.315]","[0.33348522763967275, 0.024323174242656932, 0.315]",0.1227943347902044,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.00799466028960741, 'grasp_z_error': 0.03408988403437063, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.12474204091654194, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780841238447, 'velocity': 5.3640481849274724e-11, 'motion_status': 'stopped', 'actuator_effort': -0.0002958643297060541, 'fault': False, 'grasp_hold_confidence': 0.0029586432970605406, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
36,deployable_fsm,True,True,900,132.07732999230691,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.042954470979474975,0,{'reach_to_grasp': 265},{'reach_to_grasp': 266},,,"[0.40418992736725085, -0.04070529570573264, 0.315]","[0.5039879147497963, -0.11001773097711771, 0.315]",0.12423574864947223,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.008026269789183716, 'grasp_z_error': 0.035246291458432666, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.12163082768881534, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780873793214, 'velocity': 5.1381946394587086e-11, 'motion_status': 'stopped', 'actuator_effort': -0.0002958203807035448, 'fault': False, 'grasp_hold_confidence': 0.0029582038070354475, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
37,deployable_fsm,True,True,900,-40.97683470606335,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.0226057174614097,0,{'reach_to_grasp': 295},{'reach_to_grasp': 296},,,"[0.5612459094840709, 0.06466748832098962, 0.315]","[0.5774702654208174, 0.11776344476615458, 0.315]",0.038156291291313406,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.00645915890663404, 'grasp_z_error': 0.030403363176331022, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.05569423646338536, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780772018645, 'velocity': 4.999597710788634e-11, 'motion_status': 'stopped', 'actuator_effort': -0.00029595777632896505, 'fault': False, 'grasp_hold_confidence': 0.0029595777632896504, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
38,deployable_fsm,True,True,900,-137.76937375478266,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.02449588000105411,0,{'reach_to_grasp': 306},{'reach_to_grasp': 307},,,"[0.49572831345136026, -0.10010565637396898, 0.315]","[0.5671012299903486, -0.019543693416911853, 0.315]",0.08945806595620365,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.00971628471323244, 'grasp_z_error': 0.03239988020648438, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.10764510262192462, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780825650048, 'velocity': 5.051005489473872e-11, 'motion_status': 'stopped', 'actuator_effort': -0.000295885373950739, 'fault': False, 'grasp_hold_confidence': 0.00295885373950739, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
39,deployable_fsm,True,True,900,-43.62130791311416,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.02564176449339149,0,{'reach_to_grasp': 287},{'reach_to_grasp': 288},,,"[0.5005135871454225, 0.015734162482595432, 0.315]","[0.5216307057479633, -0.04135538498113252, 0.315]",0.08036185714967956,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.007641952113667234, 'grasp_z_error': 0.03259029813426911, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.06029896321284442, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780807871834, 'velocity': 5.127365009303809e-11, 'motion_status': 'stopped', 'actuator_effort': -0.00029590937456228886, 'fault': False, 'grasp_hold_confidence': 0.0029590937456228884, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
40,deployable_fsm,True,True,900,-19.812168356815587,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.021601903494886707,0,{'reach_to_grasp': 295},{'reach_to_grasp': 296},,,"[0.5689695485794153, 0.07736598272075212, 0.315]","[0.4523180392632078, 0.03147512514040069, 0.315]",0.1324548183154982,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.006070212686789134, 'grasp_z_error': 0.030052888781957166, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.12468028656100696, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780767192888, 'velocity': -2.4574363445398416e-10, 'motion_status': 'stopped', 'actuator_effort': -0.0002959642822287502, 'fault': False, 'grasp_hold_confidence': 0.0029596428222875017, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
41,deployable_fsm,True,True,900,-16.866405947123738,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.018814939473607316,0,{'reach_to_grasp': 311},{'reach_to_grasp': 312},,,"[0.6362453308886014, 0.10717283625423973, 0.315]","[0.6083041239302394, 0.16035755355077538, 0.315]",0.04396276516713678,1,0,"{'pregrasp_ready': False, 'grasp_xy_error': 0.005374513187031161, 'grasp_z_error': 0.026972267780277392, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.05963470603577631, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780733439276, 'velocity': 5.99185973785575e-11, 'motion_status': 'stopped', 'actuator_effort': -0.0002960098587748382, 'fault': False, 'grasp_hold_confidence': 0.002960098587748382, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
42,deployable_fsm,True,True,900,-80.41068130316606,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.0209235732030979,0,{'reach_to_grasp': 321},{'reach_to_grasp': 322},,,"[0.582186814566789, -0.024448624099179084, 0.315]","[0.620724967620555, 0.08780828037525826, 0.315]",0.099625418108555,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.008664687842513943, 'grasp_z_error': 0.029560659794139854, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.11824449442013661, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780768072798, 'velocity': -2.739614026565018e-10, 'motion_status': 'stopped', 'actuator_effort': -0.000295963093503938, 'fault': False, 'grasp_hold_confidence': 0.0029596309350393797, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
43,deployable_fsm,True,True,900,-270.7670267506296,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.02197075312535112,0,{'reach_to_grasp': 340},{'reach_to_grasp': 341},,,"[0.5456897788102733, -0.18248987054440136, 0.315]","[0.5182557442089478, -0.13878428714445956, 0.315]",0.04519714275374463,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.010754687275360848, 'grasp_z_error': 0.02978986781036347, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.05052234243363293, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780805929006, 'velocity': -3.1506282195549074e-10, 'motion_status': 'stopped', 'actuator_effort': -0.0002959119863902043, 'fault': False, 'grasp_hold_confidence': 0.002959119863902043, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
44,deployable_fsm,True,True,900,-73.224586720995,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.032640852889086185,0,{'reach_to_grasp': 286},{'reach_to_grasp': 287},,,"[0.3867696529021615, -0.0967547700908908, 0.315]","[0.30584890927699016, -0.08088787598776262, 0.315]",0.0862646369800496,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.008164516608417294, 'grasp_z_error': 0.035416260622962215, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.08204227819803622, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780894900251, 'velocity': 3.7439958837468915e-10, 'motion_status': 'stopped', 'actuator_effort': -0.00029579189589388154, 'fault': False, 'grasp_hold_confidence': 0.0029579189589388154, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
45,deployable_fsm,True,True,900,-29.144873400518936,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.02414713022438587,0,{'reach_to_grasp': 294},{'reach_to_grasp': 295},,,"[0.5219391970842517, 0.011396458068081122, 0.315]","[0.47994723388043314, 0.11424640582062792, 0.315]",0.09118701361890383,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.007692086369813876, 'grasp_z_error': 0.031911639857088836, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.11050337223765043, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.999978079735042, 'velocity': 1.5356971965800563e-11, 'motion_status': 'stopped', 'actuator_effort': -0.00029592357739243466, 'fault': False, 'grasp_hold_confidence': 0.0029592357739243466, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
46,deployable_fsm,True,True,900,-155.43864229983868,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.01980451599537285,0,{'reach_to_grasp': 363},{'reach_to_grasp': 364},,,"[0.6216812830070937, -0.16910928271530273, 0.315]","[0.673450260009774, -0.11934971672813849, 0.315]",0.053883255090448494,1,0,"{'pregrasp_ready': False, 'grasp_xy_error': 0.010114516586940873, 'grasp_z_error': 0.026732205009680265, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.07089559633585539, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780763461537, 'velocity': -3.301791544238367e-11, 'motion_status': 'stopped', 'actuator_effort': -0.0002959693259350609, 'fault': False, 'grasp_hold_confidence': 0.0029596932593506085, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
47,deployable_fsm,True,True,900,-20.17628503937218,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.021377623270279162,0,{'reach_to_grasp': 291},{'reach_to_grasp': 292},,,"[0.5725405983927682, 0.10146752684784316, 0.315]","[0.5032016687463166, 0.048566941657657244, 0.315]",0.09564090336717576,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.005257870173248368, 'grasp_z_error': 0.029798662224591932, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.08676775067807015, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.999978076398233, 'velocity': 3.875567216081723e-10, 'motion_status': 'stopped', 'actuator_effort': -0.00029596863548116934, 'fault': False, 'grasp_hold_confidence': 0.002959686354811693, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
48,deployable_fsm,True,True,900,24.04214659214493,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.03261385331872322,0,{'reach_to_grasp': 270},{'reach_to_grasp': 271},,,"[0.46630996168567834, 0.038309396011736, 0.315]","[0.4974438497474215, 0.12392848135616627, 0.315]",0.07171465558725434,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.006748184505671708, 'grasp_z_error': 0.033675531208685494, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.09079991221895108, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780825531353, 'velocity': 4.220031312497373e-11, 'motion_status': 'stopped', 'actuator_effort': -0.00029588553394045155, 'fault': False, 'grasp_hold_confidence': 0.002958855339404515, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
49,deployable_fsm,True,True,900,-0.8881979156299571,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.03214024574581078,0,{'reach_to_grasp': 268},{'reach_to_grasp': 269},,,"[0.4588562576828409, 0.03728690406789292, 0.315]","[0.5168518725931384, 0.0943422293785606, 0.315]",0.06924801664393604,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.006697274494257086, 'grasp_z_error': 0.03391067405860965, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.08198074261659855, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780830422271, 'velocity': 3.449557409483399e-10, 'motion_status': 'stopped', 'actuator_effort': -0.0002958789402824932, 'fault': False, 'grasp_hold_confidence': 0.002958789402824932, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
50,deployable_fsm,True,True,900,-59.05195609436189,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.021376288277672482,0,{'reach_to_grasp': 290},{'reach_to_grasp': 291},,,"[0.5862268075659871, 0.13346773383343302, 0.315]","[0.49369711813439143, 0.14904874019055783, 0.315]",0.08426782189147534,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.004335093278593422, 'grasp_z_error': 0.029016767895598095, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.09281619889814044, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780755632224, 'velocity': 1.2695969413171712e-10, 'motion_status': 'stopped', 'actuator_effort': -0.0002959799003069872, 'fault': False, 'grasp_hold_confidence': 0.002959799003069872, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
51,deployable_fsm,True,True,900,-168.35966282913034,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.019524439919068395,0,{'reach_to_grasp': 348},{'reach_to_grasp': 349},,,"[0.6327323588811251, -0.07714465568450396, 0.315]","[0.6206814794864124, -0.14649798791625085, 0.315]",0.0860774454086806,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.009172902005229076, 'grasp_z_error': 0.02715942072720051, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.0703841297021019, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780748215892, 'velocity': 1.888421752284108e-11, 'motion_status': 'stopped', 'actuator_effort': -0.00029598990911309543, 'fault': False, 'grasp_hold_confidence': 0.002959899091130954, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
52,deployable_fsm,True,True,900,-41.972935760582665,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.024093850533933193,0,{'reach_to_grasp': 294},{'reach_to_grasp': 295},,,"[0.5347288864407298, 0.029690518254116782, 0.315]","[0.44323917916594663, 0.02601553626371246, 0.315]",0.09353421668115884,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.0072678968928554565, 'grasp_z_error': 0.03144659070477679, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.09127854135562923, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780788627548, 'velocity': -2.598194855379007e-10, 'motion_status': 'stopped', 'actuator_effort': -0.0002959353450152446, 'fault': False, 'grasp_hold_confidence': 0.0029593534501524458, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
53,deployable_fsm,True,True,900,-50.66312528438354,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.04801418854394849,0,{'reach_to_grasp': 222},{'reach_to_grasp': 223},,,"[0.3533380983692799, 0.08756426150708035, 0.315]","[0.2835087563782277, 0.11878300448801637, 0.315]",0.07235136137813257,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.00491425126314816, 'grasp_z_error': 0.036188742115771444, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.07840443540895595, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780883408201, 'velocity': 1.8991208155102244e-10, 'motion_status': 'stopped', 'actuator_effort': -0.0002958074046251225, 'fault': False, 'grasp_hold_confidence': 0.002958074046251225, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
54,deployable_fsm,True,True,900,-48.99732816023576,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.032789001256329914,0,{'reach_to_grasp': 259},{'reach_to_grasp': 260},,,"[0.41673546340156853, 0.0074319883531814845, 0.315]","[0.46656536923144787, 0.033791402120115055, 0.315]",0.0490681239343964,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.007247135314369487, 'grasp_z_error': 0.03501155705174125, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.05628281569863766, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780858817031, 'velocity': -2.3839938066648967e-10, 'motion_status': 'stopped', 'actuator_effort': -0.0002958405898558023, 'fault': False, 'grasp_hold_confidence': 0.0029584058985580226, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
