seed,mode,latch_physics,rgbd_valid,episode_steps,episode_return,full_success,reach_success,grasp_success,lift_success,entered_place,place_success,supervisor_grasp_confirmed,supervisor_task_complete,supervisor_failed,supervisor_failure_reason,sim_latch_ever,empty_grasp_confirmation,object_dropped,hold_lost_or_unlatched,max_tracker_truth_error_m_evaluator_only,source_consistency_failures,supervisor_events,privileged_events,sim_latch_first_step,privileged_release_first_step,initial_object_xyz,initial_goal_xyz,final_goal_xy_m,supervisor_stage,supervisor_grasp_phase,supervisor_last_diagnostics,final_gripper_state
82,deployable_fsm,True,True,900,-70.0187057805831,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.017688719949043044,0,{'reach_to_grasp': 310},{'reach_to_grasp': 311},,,"[0.6492916257155795, 0.14191517957059901, 0.315]","[0.5824006086175308, 0.1503033965678805, 0.315]",0.06328074345786046,1,0,"{'pregrasp_ready': False, 'grasp_xy_error': 0.004177949560182925, 'grasp_z_error': 0.026124642128518005, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.06662254482427714, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780726998191, 'velocity': 3.320003073327565e-10, 'motion_status': 'stopped', 'actuator_effort': -0.00029601856240258316, 'fault': False, 'grasp_hold_confidence': 0.0029601856240258316, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
83,deployable_fsm,True,True,900,-285.78113705446276,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.025481283687278564,0,{'reach_to_grasp': 327},{'reach_to_grasp': 328},,,"[0.4449242959553005, -0.18215805612950195, 0.315]","[0.4803763471248177, -0.27601300258587247, 0.315]",0.11784526341027468,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.00995425884313265, 'grasp_z_error': 0.033148990669157774, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.10030966036325104, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780866519546, 'velocity': 1.719542653449049e-10, 'motion_status': 'stopped', 'actuator_effort': -0.0002958302037713843, 'fault': False, 'grasp_hold_confidence': 0.002958302037713843, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
84,deployable_fsm,True,True,900,-12.89817675526081,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.02565011776097461,0,{'reach_to_grasp': 280},{'reach_to_grasp': 281},,,"[0.5696294716783747, 0.16008146509273397, 0.315]","[0.487648037192763, 0.23333809095984082, 0.315]",0.09077400738900868,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.0033435878333563764, 'grasp_z_error': 0.029456571707395685, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.10930125409769278, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780762030996, 'velocity': 3.740315048767118e-10, 'motion_status': 'stopped', 'actuator_effort': -0.00029597126937635994, 'fault': False, 'grasp_hold_confidence': 0.0029597126937635993, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
85,deployable_fsm,True,True,441,57713.22618078869,True,True,True,True,True,True,True,True,False,,True,False,False,False,0.008580819205661932,0,"{'reach_to_grasp': 248, 'grasp_confirmed': 284, 'grasp_to_lift': 284, 'lift_to_place': 308, 'release_commanded': 409, 'release_complete': 441}","{'reach_to_grasp': 249, 'grasp_to_lift': 285, 'lift_to_place': 309}",285,410,"[0.3632968973632998, -0.01129240180084104, 0.315]","[0.44950429250195895, -0.023247755401403357, 0.315]",0.01246758695831819,5,3,"{'pregrasp_ready': False, 'grasp_xy_error': 0.004838477836548001, 'grasp_z_error': 0.002009755998373053, 'stable_geometry': True, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': True, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.00835297724562571, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9946480325572099, 'velocity': 0.019872129325512553, 'motion_status': 'stopped', 'actuator_effort': -0.07284772435743131, 'fault': False, 'grasp_hold_confidence': 0.7284772435743131, 'timestamp': 12.180000000000737, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
86,deployable_fsm,True,True,900,-196.81410084757496,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.02202945394574618,0,{'reach_to_grasp': 325},{'reach_to_grasp': 326},,,"[0.5346386954857352, -0.12985830258723874, 0.315]","[0.6037255449163392, -0.20111088028934604, 0.315]",0.11121509508597185,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.010372448344664626, 'grasp_z_error': 0.030779829058574126, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.10012550287330227, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780805322663, 'velocity': -2.3445390324819057e-10, 'motion_status': 'stopped', 'actuator_effort': -0.0002959128073706928, 'fault': False, 'grasp_hold_confidence': 0.0029591280737069283, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
87,deployable_fsm,True,True,900,15.277970407579915,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.03028491072476944,0,{'reach_to_grasp': 273},{'reach_to_grasp': 274},,,"[0.521226929124596, 0.11341572394769467, 0.315]","[0.5845568291201789, 0.10575665696055064, 0.315]",0.07438436429212783,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.004614971740671414, 'grasp_z_error': 0.03163776847005251, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.06464029964572977, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780788513967, 'velocity': 5.568113061910969e-11, 'motion_status': 'stopped', 'actuator_effort': -0.0002959355078154736, 'fault': False, 'grasp_hold_confidence': 0.0029593550781547356, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
88,deployable_fsm,True,True,900,-145.79629325868586,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.05661831729318694,0,{'reach_to_grasp': 243},{'reach_to_grasp': 244},,,"[0.4118735929369551, 0.0812750218379244, 0.315]","[0.45124966874632244, 0.17869930407283746, 0.315]",0.06894125911574962,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.005152438547485596, 'grasp_z_error': 0.03502217432645327, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.10481155926985364, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780851600026, 'velocity': 1.5875344771603807e-10, 'motion_status': 'stopped', 'actuator_effort': -0.0002958503447269841, 'fault': False, 'grasp_hold_confidence': 0.002958503447269841, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
89,deployable_fsm,True,True,900,-14.781814839017672,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.028366772698102574,0,{'reach_to_grasp': 274},{'reach_to_grasp': 275},,,"[0.5227331425430098, 0.10797553586319425, 0.315]","[0.4150703593451202, 0.09460748619467244, 0.315]",0.10647704415288453,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.004827703035954235, 'grasp_z_error': 0.03161902262891675, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.10764566009730717, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780788220076, 'velocity': 6.666795894266951e-11, 'motion_status': 'stopped', 'actuator_effort': -0.00029593590489784675, 'fault': False, 'grasp_hold_confidence': 0.0029593590489784675, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
90,deployable_fsm,True,True,900,10.879556199209901,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.03489668270340474,0,{'reach_to_grasp': 261},{'reach_to_grasp': 262},,,"[0.4616998339529741, 0.07275884301368507, 0.315]","[0.5414050988744379, 0.027858372910646398, 0.315]",0.10603207966636635,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.0057265285114817535, 'grasp_z_error': 0.03373305523971809, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.09167656362680386, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780824321832, 'velocity': -2.4785869840339135e-10, 'motion_status': 'stopped', 'actuator_effort': -0.0002958871580914437, 'fault': False, 'grasp_hold_confidence': 0.002958871580914437, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
91,deployable_fsm,True,True,900,-84.58842727207778,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.045050069665541995,0,{'reach_to_grasp': 235},{'reach_to_grasp': 236},,,"[0.43492491730035066, 0.1641003893088278, 0.315]","[0.4654322985123733, 0.0526553740218345, 0.315]",0.15552420478374415,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.0032733067448633473, 'grasp_z_error': 0.03399232905705463, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.11605722154379124, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780828093715, 'velocity': -6.830189717481943e-10, 'motion_status': 'stopped', 'actuator_effort': -0.00029588205299377346, 'fault': False, 'grasp_hold_confidence': 0.0029588205299377343, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
92,deployable_fsm,True,True,900,-355.43307961918566,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.02231452214787305,0,{'reach_to_grasp': 333},{'reach_to_grasp': 334},,,"[0.5302592888555286, -0.1696592561006547, 0.315]","[0.569391617703078, -0.23716232865054954, 0.315]",0.09018106716562087,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.01071621745396345, 'grasp_z_error': 0.03050076252334466, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.07828780238295874, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780812645231, 'velocity': 4.194866997361983e-11, 'motion_status': 'stopped', 'actuator_effort': -0.00029590293019642977, 'fault': False, 'grasp_hold_confidence': 0.0029590293019642975, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
93,deployable_fsm,True,True,900,-177.70190003662063,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.018554998837956888,0,{'reach_to_grasp': 332},{'reach_to_grasp': 333},,,"[0.6456471129056764, 0.01727125780892752, 0.315]","[0.7252172505480255, -0.0172816505987528, 0.315]",0.08948233110083781,1,0,"{'pregrasp_ready': False, 'grasp_xy_error': 0.007369637629793347, 'grasp_z_error': 0.02682150511481146, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.08586947846528278, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780733840247, 'velocity': -3.198321727949252e-10, 'motion_status': 'stopped', 'actuator_effort': -0.00029600930607229556, 'fault': False, 'grasp_hold_confidence': 0.0029600930607229553, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
94,deployable_fsm,True,True,900,3.1713132450651424,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.04562901055609713,0,{'reach_to_grasp': 240},{'reach_to_grasp': 241},,,"[0.42190127766536084, 0.11547721791765503, 0.315]","[0.3185648102056884, 0.08490663999886974, 0.315]",0.11983994930213274,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.004361753740225873, 'grasp_z_error': 0.03460830857356412, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.10699301001911368, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780841136555, 'velocity': 7.166135044677521e-11, 'motion_status': 'stopped', 'actuator_effort': -0.00029586446779973093, 'fault': False, 'grasp_hold_confidence': 0.002958644677997309, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
95,deployable_fsm,True,True,900,1045.6731831451652,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.0677416967253767,0,{'reach_to_grasp': 260},{'reach_to_grasp': 261},,,"[0.5124369522172378, 0.1653229866230534, 0.315]","[0.5622692522945719, 0.11891849070365863, 0.315]",0.10239948045841353,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.003104711996210216, 'grasp_z_error': 0.031487994851280066, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.06841335393066358, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780788531234, 'velocity': -2.7330726338719873e-10, 'motion_status': 'stopped', 'actuator_effort': -0.00029593547463499845, 'fault': False, 'grasp_hold_confidence': 0.0029593547463499844, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
96,deployable_fsm,True,True,900,-61.66706833555649,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.022719577478140972,0,{'reach_to_grasp': 292},{'reach_to_grasp': 293},,,"[0.5687507066754882, 0.09355584129817535, 0.315]","[0.662421638663894, 0.08754352386215315, 0.315]",0.1044692508468755,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.00556952801872964, 'grasp_z_error': 0.029998076531664253, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.09503020271316054, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780766404188, 'velocity': 5.6943105235132566e-11, 'motion_status': 'stopped', 'actuator_effort': -0.00029596535605488336, 'fault': False, 'grasp_hold_confidence': 0.0029596535605488335, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
97,deployable_fsm,True,True,900,157.5712074701726,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.03217037695419627,0,{'reach_to_grasp': 312},{'reach_to_grasp': 313},,,"[0.5522820217165502, -0.027075502267654455, 0.315]","[0.4615610259590675, -0.014719509082360811, 0.315]",0.09553160996272494,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.00868972741465676, 'grasp_z_error': 0.030755838770891386, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.09091669687101056, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780784514166, 'velocity': 5.696997935720265e-11, 'motion_status': 'stopped', 'actuator_effort': -0.00029594090758471356, 'fault': False, 'grasp_hold_confidence': 0.0029594090758471355, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
98,deployable_fsm,True,True,470,57542.93357245653,True,True,True,True,True,True,True,True,False,,True,False,False,False,0.01359874120784248,0,"{'reach_to_grasp': 305, 'grasp_confirmed': 345, 'grasp_to_lift': 345, 'lift_to_place': 382, 'release_commanded': 438, 'release_complete': 470}","{'reach_to_grasp': 306, 'grasp_to_lift': 346, 'lift_to_place': 383}",346,439,"[0.6330966623035386, 0.14053236690681176, 0.315]","[0.6473510599544526, 0.08660862552272017, 0.315]",0.01567087229335016,5,3,"{'pregrasp_ready': False, 'grasp_xy_error': 0.0035454351621767165, 'grasp_z_error': 0.010886576973438311, 'stable_geometry': True, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': True, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.006941259785954148, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9946477772277867, 'velocity': 0.019872884231053923, 'motion_status': 'stopped', 'actuator_effort': -0.07285119395181003, 'fault': False, 'grasp_hold_confidence': 0.7285119395181002, 'timestamp': 12.76000000000093, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
99,deployable_fsm,True,True,900,9.69732424571056,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.029635039124278128,0,{'reach_to_grasp': 284},{'reach_to_grasp': 285},,,"[0.5018092023645183, 0.026036652713795322, 0.315]","[0.4122412701191842, 0.04185069930128327, 0.315]",0.08833438299447319,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.007259371494818815, 'grasp_z_error': 0.03259729203354855, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.0903096089532479, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.999978080710968, 'velocity': 3.6248203005504444e-10, 'motion_status': 'stopped', 'actuator_effort': -0.00029591041280621475, 'fault': False, 'grasp_hold_confidence': 0.0029591041280621474, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
