episode,step,stage,process,visual_valid,failure_reason,truth_center_in_color_fov,gripper_occlusion_failure,has_any_contact,is_grasp_latched,release_has_opened,mask_area_px,valid_depth_points,center_error_m,visible_surface_error_m
0,23,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,24,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,25,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,26,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,27,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,28,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,29,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,30,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,31,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,32,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,33,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,34,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,35,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,36,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,37,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,38,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,39,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,40,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,41,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,42,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,43,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,44,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,45,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,46,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,47,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,48,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,49,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,50,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,51,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,52,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,53,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,54,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,55,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,56,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,57,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,58,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,59,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,60,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,61,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,62,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,63,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,64,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,65,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,66,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,67,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,68,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,69,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,70,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,71,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,72,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,73,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,74,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,75,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,76,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,77,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,78,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,79,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,80,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,81,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,82,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,83,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,84,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,85,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,86,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,87,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,88,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,89,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,90,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,91,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,92,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,93,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,94,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,95,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,96,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,97,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,98,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,99,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,100,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,101,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,102,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,103,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,104,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,105,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,106,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,107,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,108,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,109,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,110,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,111,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,112,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,113,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,114,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,115,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,116,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,117,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,118,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,119,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,120,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,121,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,122,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,123,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,124,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,125,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,126,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,127,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,128,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,129,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,130,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,131,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,132,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,133,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,134,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,135,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,136,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,137,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,138,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,139,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,140,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,141,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,142,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,143,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,144,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,145,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,146,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,147,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,148,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,149,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,150,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,151,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,152,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,153,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,154,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,155,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,156,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,157,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,158,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,159,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,160,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,161,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,162,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,163,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,164,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,165,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,166,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,167,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,168,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,169,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,170,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,171,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,172,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,173,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,174,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,175,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,176,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,177,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,178,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,179,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,180,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,181,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,182,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,183,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,184,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,185,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,186,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,187,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,188,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,189,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,190,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,191,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,192,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,193,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,194,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,195,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,196,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,197,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,198,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,199,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,200,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,201,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,202,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,203,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,204,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,205,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,206,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,207,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,208,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,209,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,210,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,211,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,212,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,213,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,214,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,215,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,216,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,217,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,218,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,219,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,220,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,221,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,222,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,223,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,224,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,225,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,226,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,227,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,228,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,229,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,230,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,231,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,232,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,233,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,234,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,235,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,236,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,237,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,238,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,239,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,240,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,241,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,242,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,243,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,244,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,245,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,246,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,247,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,248,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,249,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,250,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,251,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,252,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,253,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,254,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,255,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,256,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,257,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,258,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,259,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,260,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,261,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,262,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,263,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,264,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,265,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,266,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,267,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,268,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,269,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,270,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,271,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,272,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,273,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,274,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,275,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,276,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,277,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,278,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,279,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,280,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,281,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,282,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,283,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,284,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,285,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,286,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,287,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,288,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,289,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,290,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,291,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,292,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,293,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,294,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,295,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,296,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,297,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,298,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,299,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,300,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,301,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,302,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,303,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,304,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,305,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,306,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,307,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,308,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,309,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,310,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,311,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
0,312,Reach,pre_grasp,False,no_valid_hsv_contour,False,False,False,False,False,,0,,
