seed,mode,rgbd_valid,rgbd_failure_reason,full_success,reach_success,grasp_success,lift_success,entered_place,place_success,episode_steps,episode_return,visual_error_m,visual_xy_error_m,capture_distance_m,object_cycle_displacement_m,grasp_visual_xy_error_m,min_grasp_xy_error_m,grasp_horizontal_drift_m,final_goal_xy_error_m,ik_nonconverged_calls,ik_calls,dq_clip_rate,max_joint_velocity_rad_s,max_actuator_force_n,robot_table_contact_steps,object_dropped,object_fling,gripper_opened,release_failed,max_runtime_estimator_error_m_evaluator_only,first_action_delta_vs_truth,object_source_checked_steps,object_source_consistency_failures,object_source_consistent,object_source_consumer_counts,object_estimate_source_counts,initial_object_xyz,initial_goal_xyz,tcp_tracking_reach_mean_m,tcp_tracking_reach_max_m,tcp_tracking_grasp_mean_m,tcp_tracking_grasp_max_m,tcp_tracking_lift_mean_m,tcp_tracking_lift_max_m,tcp_tracking_place_mean_m,tcp_tracking_place_max_m,failure_class
10,rgbd,True,,True,True,True,True,True,True,588,3483.2357655280402,0.0009143699628535743,0.0009143693653140306,0.1300872037293652,2.909242593751582e-05,0.004226260359365823,0.0014983597188849276,0.0035035548337956205,0.01191975739276138,0,588,0.3369441277080958,0.5409761794462005,34.318383444864594,0,False,False,True,False,0.005269054587923525,,588,0,True,"{'ppo_observation': 588, 'reach_safety': 718, 'grasp_safety': 62, 'place_servo': 160, 'place_descent': 407, 'place_release': 33}","{'rgbd_visual_hold': 1170, 'tcp_fk_propagated': 798}","[0.6368005128886927, -0.11692727596834125, 0.315]","[0.5680318291269495, -0.21068697495822605, 0.315]",0.02733659489844473,0.028266835975901076,0.013531828396019786,0.024931198700886874,0.02852157444413456,0.028643400029387308,0.015170296143152545,0.018752279052602492,success
11,rgbd,True,,True,True,True,True,True,True,429,3520.2046701799272,0.0004847975275613988,0.0004844940638413235,0.167052648905474,2.909242593751582e-05,0.0035461818506958382,0.0013904666454862763,0.0034623773929397805,0.00990104980229933,0,429,0.3449074074074074,0.5409866944312881,23.968716253861203,0,False,False,True,False,0.0044068707890581055,,429,0,True,"{'ppo_observation': 429, 'reach_safety': 500, 'grasp_safety': 68, 'place_servo': 121, 'place_descent': 274, 'place_release': 49}","{'rgbd_visual_hold': 852, 'tcp_fk_propagated': 589}","[0.3885710608307599, -0.00028885502395400997, 0.315]","[0.29204098855536514, -0.017880152944373187, 0.315]",0.027283204617370826,0.02826498556408405,0.015537903551793875,0.027099883845648633,0.0271732224946994,0.027706925529487506,0.009645692744291261,0.01592203878092879,success
12,rgbd,True,,True,True,True,True,True,True,375,3418.681462751176,0.0019021335392687025,0.0019021297617959117,0.12175686828809712,2.909242593751582e-05,0.00182451277219903,0.0011715806277189623,0.003370846524971037,0.00845873578738552,0,375,0.34397163120567376,0.456685385671785,24.780814632939837,0,False,False,True,False,0.0029389400956900845,,375,0,True,"{'ppo_observation': 375, 'reach_safety': 460, 'grasp_safety': 60, 'place_servo': 90, 'place_descent': 187, 'place_release': 43}","{'rgbd_visual_hold': 780, 'tcp_fk_propagated': 435}","[0.42524733743253385, 0.17870117714376982, 0.315]","[0.3972475154294112, 0.11987972548431014, 0.315]",0.027287300953821952,0.02826599285352593,0.01474850470453223,0.026523202821095493,0.027583096928345204,0.02787333881349724,0.01042292958116189,0.015856572106684428,success
13,rgbd,True,,True,True,True,True,True,True,500,3495.7907285640676,0.0006110690663034447,0.0006108799962372036,0.11549466515277161,2.909242593751582e-05,0.0013692290107817692,0.000672563444196667,0.0008191613473212072,0.009332692951992131,0,500,0.32122905027932963,0.4210410715571325,31.846495770139427,0,False,False,True,False,0.0028194110434126016,,500,0,True,"{'ppo_observation': 500, 'reach_safety': 594, 'grasp_safety': 56, 'place_servo': 141, 'place_descent': 350, 'place_release': 33}","{'rgbd_visual_hold': 975, 'tcp_fk_propagated': 699}","[0.609439276104976, 0.14212100597282362, 0.315]","[0.61769441469538, 0.027536115264089778, 0.315]",0.027356633798202284,0.028275817387884157,0.012810062821665332,0.025057623965747868,0.028257118239135074,0.028459665332783164,0.014872247290131313,0.018554582056707746,success
14,rgbd,True,,True,True,True,True,True,True,503,3339.5240353285017,0.00044954989948406095,0.00044954826201517835,0.18678758641264007,2.909242593751582e-05,0.0028522531255723653,0.001959275172205487,0.002609610723640085,0.006875635494008301,0,503,0.3537859007832898,0.5409749467437568,29.74208571990357,0,False,False,True,False,0.0041510644652954015,,503,0,True,"{'ppo_observation': 503, 'reach_safety': 666, 'grasp_safety': 62, 'place_servo': 106, 'place_descent': 241, 'place_release': 37}","{'rgbd_visual_hold': 1092, 'tcp_fk_propagated': 523}","[0.5992949956667335, -0.05562133326629737, 0.315]","[0.5315272992746418, 0.026171367952511862, 0.315]",0.02732432346773074,0.02826660158899866,0.013325444391841334,0.02623266771302635,0.028246425484180677,0.02839811602445644,0.014592891716217285,0.017890088485334632,success
15,rgbd,True,,True,True,True,True,True,True,431,3359.9372124660204,0.0004019895041879446,0.0004018373300627171,0.14052674358532896,2.909242593751582e-05,0.0010717431975853123,0.0003567215370944549,0.000847923425113175,0.0063686243634486096,0,431,0.3470817120622568,0.42902770115798045,26.49787456650256,0,False,False,True,False,0.002901246645212222,,431,0,True,"{'ppo_observation': 431, 'reach_safety': 564, 'grasp_safety': 56, 'place_servo': 91, 'place_descent': 192, 'place_release': 41}","{'rgbd_visual_hold': 930, 'tcp_fk_propagated': 445}","[0.5578230103895457, 0.126326844534423, 0.315]","[0.48332783446197264, 0.10476610890994889, 0.315]",0.027334683653459948,0.028266604262479542,0.013196772317804266,0.02628199382837895,0.027984654145003732,0.02827100642707715,0.012865667314531542,0.017349162278391506,success
16,rgbd,True,,True,True,True,True,True,True,440,3284.5676992441836,0.0008892050764106872,0.000889204947624174,0.11357112833844063,2.909242593751582e-05,0.001690252580976496,0.002850587175224729,0.002087124930898365,0.008767555782747724,0,440,0.35976505139500736,0.5409761045971344,28.39202944023964,0,False,False,True,False,0.003344737353576836,,440,0,True,"{'ppo_observation': 440, 'reach_safety': 604, 'grasp_safety': 62, 'place_servo': 79, 'place_descent': 162, 'place_release': 35}","{'rgbd_visual_hold': 999, 'tcp_fk_propagated': 383}","[0.5200750516638095, -0.02770234180392578, 0.315]","[0.5533239129293784, -0.07464638391697485, 0.315]",0.027306115707544477,0.028266201479205586,0.013776631497601853,0.026601602100291548,0.027836225123147366,0.02809161579734784,0.012142385946782672,0.01560216392833041,success
17,rgbd,True,,True,True,True,True,True,True,524,3249.2502050971902,0.0005173183512321132,0.0005168757883920481,0.11905476451809122,2.909242593751582e-05,0.009549302976657932,0.0031717760423916625,0.009103924844557859,0.01474988664734352,0,524,0.38106796116504854,0.5409827872348324,43.624423188631226,0,False,False,True,False,0.009590083198205755,,524,0,True,"{'ppo_observation': 524, 'reach_safety': 702, 'grasp_safety': 80, 'place_servo': 97, 'place_descent': 224, 'place_release': 27}","{'rgbd_visual_hold': 1173, 'tcp_fk_propagated': 481}","[0.6035224378393704, -0.13561076353235724, 0.315]","[0.6674571767630232, -0.20536182811515286, 0.315]",0.027330187267251616,0.028266245847050685,0.017103901994679455,0.029327498574308684,0.028454358647425453,0.028816302958284492,0.015481795829741778,0.01834655466676283,success
18,rgbd,True,,True,True,True,True,True,True,408,3400.061093153753,0.0009647637716420094,0.0009647569109022778,0.13658641008753475,2.909242593751582e-05,0.0009277615357818832,0.0019597438376715752,0.0009908700501030394,0.0065461287080012575,0,408,0.3496784565916399,0.5122338360738588,22.68668109264945,0,False,False,True,False,0.0029000380075018964,,408,0,True,"{'ppo_observation': 408, 'reach_safety': 522, 'grasp_safety': 58, 'place_servo': 92, 'place_descent': 191, 'place_release': 45}","{'rgbd_visual_hold': 870, 'tcp_fk_propagated': 446}","[0.4697917307652718, 0.08696587171528647, 0.315]","[0.4068963978262161, 0.05097311043171238, 0.315]",0.027300001036812068,0.028265931013125155,0.014379163439895771,0.026621440850772567,0.027529018861594774,0.027970550391652665,0.010781823908335304,0.015834632472883442,success
19,rgbd,True,,True,True,True,True,True,True,387,3375.6742154198146,0.0013629656538407058,0.0013629656322106715,0.14024741618106842,2.909242593751582e-05,0.0012275523340630175,0.001700274991728471,0.0024374111936348634,0.005185814052502749,0,387,0.347114556416882,0.43457425640528574,26.555507359454168,0,False,False,True,False,0.0029651013755113173,,387,0,True,"{'ppo_observation': 387, 'reach_safety': 496, 'grasp_safety': 58, 'place_servo': 83, 'place_descent': 166, 'place_release': 43}","{'rgbd_visual_hold': 831, 'tcp_fk_propagated': 402}","[0.4761136387187782, 0.1703477379266815, 0.315]","[0.40926187170183415, 0.14385563193951087, 0.315]",0.027308385630497048,0.02826639361529179,0.013940543388188967,0.02640586983726295,0.027705852861584782,0.02800473469185642,0.011407708112378834,0.015896457767572324,success
20,rgbd,True,,True,True,True,True,True,True,400,3305.2190012672722,0.00013736878140951212,0.00013722495656805258,0.13940502842734645,2.909242593751582e-05,0.002554581730766876,0.0026483169890963434,0.002466839956818622,0.008117841130079394,0,400,0.3669064748201439,0.5409820928426741,26.381975722419156,0,False,False,True,False,0.003790260813249961,,400,0,True,"{'ppo_observation': 400, 'reach_safety': 538, 'grasp_safety': 64, 'place_servo': 74, 'place_descent': 143, 'place_release': 39}","{'rgbd_visual_hold': 903, 'tcp_fk_propagated': 355}","[0.43402278878904776, -0.015541316078823142, 0.315]","[0.49315865768149236, -0.0070839568138443155, 0.315]",0.02729282319739784,0.028265513075797093,0.015017945881392974,0.026856188446831995,0.027415138183803537,0.02781710193219057,0.011655712960152541,0.016057634513244552,success
21,rgbd,True,,True,True,True,True,True,True,505,3502.57716106021,0.0010425263906116916,0.001042506815840199,0.14520395158622754,2.909242593751582e-05,0.0019074284703149969,0.0010574026258355909,0.0012649921304992875,0.00786637245477037,0,505,0.33153638814016173,0.4869882952325487,27.955569221232963,0,False,False,True,False,0.0034103931923431213,,505,0,True,"{'ppo_observation': 505, 'reach_safety': 614, 'grasp_safety': 58, 'place_servo': 137, 'place_descent': 330, 'place_release': 41}","{'rgbd_visual_hold': 1008, 'tcp_fk_propagated': 677}","[0.5843352766452413, 0.042338811828387224, 0.315]","[0.4938516095290371, -0.014366998983775026, 0.315]",0.027327966796406665,0.028266403765184817,0.013210851595612251,0.026255460816380062,0.02806846178860248,0.028317172152773944,0.012705413866576237,0.016514511799165826,success
22,rgbd,True,,True,True,True,True,True,True,420,3198.5050457498037,0.0008268417106406368,0.0008263886260355751,0.1518451846709667,2.909242593757133e-05,0.0035880789043718675,0.005114041283545582,0.0040708051973595465,0.003861132521590615,0,420,0.3726379440665155,0.5409935848298829,31.61650101389023,0,False,False,True,False,0.004786628728637206,,420,0,True,"{'ppo_observation': 420, 'reach_safety': 606, 'grasp_safety': 66, 'place_servo': 57, 'place_descent': 92, 'place_release': 39}","{'rgbd_visual_hold': 1008, 'tcp_fk_propagated': 272}","[0.4599040746296228, -0.12028184824996685, 0.315]","[0.4925247754578308, -0.07343583016299643, 0.315]",0.027307071904683358,0.028265070317397323,0.014924438351499713,0.026954031452616996,0.027581156244223273,0.02808172743302055,0.011705698325621598,0.016156806830461494,success
23,rgbd,True,,True,True,True,True,True,True,436,3302.690800384184,0.001097859427093887,0.0010978438178747272,0.12205743806179187,2.909242593751582e-05,0.0018038718380254243,0.0013142187588465807,0.001051205905319979,0.008077200468941866,0,436,0.35590669676448455,0.48910050319185755,25.367314444599742,0,False,False,True,False,0.003383078914335355,,436,0,True,"{'ppo_observation': 436, 'reach_safety': 592, 'grasp_safety': 58, 'place_servo': 81, 'place_descent': 164, 'place_release': 39}","{'rgbd_visual_hold': 975, 'tcp_fk_propagated': 395}","[0.5581799241972093, 0.05658328835129223, 0.315]","[0.512632408395842, 0.01708020806446999, 0.315]",0.02732126962368461,0.028266317141599415,0.01322728116150155,0.02630503886608469,0.027946888502861034,0.028253095706256306,0.012137108137538658,0.016219913574719545,success
24,rgbd,True,,True,True,True,True,True,True,447,3430.2770442031,0.0001582846164567875,0.0001581543907151252,0.15052900582239445,2.909242593751582e-05,0.002724104464674351,0.0029117685292831723,0.0028128748200185335,0.007972307558004155,0,447,0.3466371027346637,0.5409830910090683,28.293206097155235,0,False,False,True,False,0.003928460833114695,,447,0,True,"{'ppo_observation': 447, 'reach_safety': 556, 'grasp_safety': 66, 'place_servo': 110, 'place_descent': 253, 'place_release': 37}","{'rgbd_visual_hold': 933, 'tcp_fk_propagated': 536}","[0.44908065100079464, -0.037929073744342456, 0.315]","[0.5449820918764139, -0.03407070844625362, 0.315]",0.027296602331894394,0.028265597300685202,0.014949973613944451,0.026823326511733622,0.027474170541968077,0.02785985077274444,0.012240949524611735,0.015851360313929242,success
25,rgbd,True,,True,True,True,True,True,True,480,3320.1004498205425,0.0003130050815408425,0.00031256674103508937,0.12036330528349101,2.909242593751582e-05,0.004188936864377907,0.004779310166200419,0.004501238404524983,0.010714093206030405,0,480,0.36582017844886755,0.5522832166446262,31.731423321195507,0,False,False,True,False,0.005118723377797737,,480,0,True,"{'ppo_observation': 480, 'reach_safety': 652, 'grasp_safety': 66, 'place_servo': 95, 'place_descent': 208, 'place_release': 37}","{'rgbd_visual_hold': 1077, 'tcp_fk_propagated': 461}","[0.3982163699696023, -0.19987518593159856, 0.315]","[0.443694233993782, -0.24952200784669923, 0.315]",0.027301419981654546,0.028260066560549888,0.014498680354940367,0.026690894198463083,0.027373778323987734,0.027846405858693392,0.011204691104757412,0.01585718144896823,success
26,rgbd,True,,True,True,True,True,True,True,421,3162.7483924564967,0.0003787972278406858,0.0003786172420236216,0.15265367536723973,2.909242593757133e-05,0.002701742318834818,0.0020568268109820327,0.0030734578144324767,0.003909115118996781,0,421,0.37415477084898574,0.5409859293487024,32.1710641290083,0,False,False,True,False,0.004056997752953298,,421,0,True,"{'ppo_observation': 421, 'reach_safety': 616, 'grasp_safety': 64, 'place_servo': 53, 'place_descent': 82, 'place_release': 37}","{'rgbd_visual_hold': 1020, 'tcp_fk_propagated': 253}","[0.49747967528147136, -0.1062401904208334, 0.315]","[0.5102932678286743, -0.05233353880002929, 0.315]",0.027308907869948627,0.02826575080677262,0.014725962677908464,0.02675112859697815,0.02781425811189769,0.028079089958704076,0.012072367746676489,0.016133883290853013,success
27,rgbd,True,,True,True,True,True,True,True,466,3247.863638676809,0.000733748506477589,0.0007336707682006126,0.10923910395518902,2.909242593751582e-05,0.0022542313810098203,0.002581236493438827,0.002853534873841539,0.009284913967579814,0,466,0.36149584487534625,0.5409793887694122,31.71162112870661,0,False,False,True,False,0.003846145874847541,,466,0,True,"{'ppo_observation': 466, 'reach_safety': 650, 'grasp_safety': 62, 'place_servo': 79, 'place_descent': 164, 'place_release': 33}","{'rgbd_visual_hold': 1068, 'tcp_fk_propagated': 386}","[0.5593208649430356, -0.07447429111102735, 0.315]","[0.5859504101964218, -0.12790136314229925, 0.315]",0.02731554938591273,0.0282662148265257,0.013649599361849096,0.02630395126496731,0.02807088181366852,0.02833016796331154,0.012821823750690686,0.015839873597240223,success
28,rgbd,True,,True,True,True,True,True,True,478,3445.4306642086303,0.0009368065853986611,0.0009367902067893318,0.1608762158414516,2.909242593751582e-05,0.0014477238778573655,7.376248701731312e-05,0.0006847742517217684,0.007060425043899567,0,478,0.3557483731019523,0.4238019142455219,31.76784118411433,0,False,False,True,False,0.003108581704952948,,478,0,True,"{'ppo_observation': 478, 'reach_safety': 586, 'grasp_safety': 54, 'place_servo': 124, 'place_descent': 293, 'place_release': 39}","{'rgbd_visual_hold': 960, 'tcp_fk_propagated': 614}","[0.6055501807946473, 0.1539571816307454, 0.315]","[0.49656256955193967, 0.13160209467086345, 0.315]",0.02736087994366833,0.028278128943566815,0.013158010742291984,0.02533401648455381,0.028233085473518164,0.02846685866388866,0.014476281597811353,0.01850404714834934,success
29,rgbd,True,,True,True,True,True,True,True,454,3641.77431921277,0.0010116862479724726,0.0010114626773684902,0.1192078469732864,2.909242593751582e-05,0.0030676859686444426,0.0008704976540300995,0.0038062280721427822,0.011128008574128455,0,454,0.32734082397003744,0.5409891220058218,22.712059401475926,0,False,False,True,False,0.004100995826035357,,454,0,True,"{'ppo_observation': 454, 'reach_safety': 486, 'grasp_safety': 68, 'place_servo': 153, 'place_descent': 374, 'place_release': 45}","{'rgbd_visual_hold': 831, 'tcp_fk_propagated': 749}","[0.36501409110622063, 0.0025289194285797456, 0.315]","[0.3737449995652378, -0.08859247723916898, 0.315]",0.027279020419453813,0.02826475706005689,0.01541161219300792,0.027051006176657906,0.026928549714080364,0.02767221696124643,0.009438156723644637,0.016051639517042637,success
30,rgbd,True,,True,True,True,True,True,True,391,3278.1651322393814,0.0004300440445331992,0.00043000752152778476,0.14798933561616304,2.909242593751582e-05,0.002599326807645606,0.00021853116521279462,0.0029844862040587063,0.007059448926255313,0,391,0.37256493506493504,0.540984398811805,26.32012009227128,0,False,False,True,False,0.0038024597716726626,,391,0,True,"{'ppo_observation': 391, 'reach_safety': 534, 'grasp_safety': 66, 'place_servo': 66, 'place_descent': 117, 'place_release': 41}","{'rgbd_visual_hold': 900, 'tcp_fk_propagated': 315}","[0.42073964144375986, -0.028357200533675547, 0.315]","[0.4686794566016117, 0.0031776981722651323, 0.315]",0.027291723082953124,0.028265424895272173,0.015092311982409795,0.026855373711896682,0.027320785891052014,0.027784487111252722,0.011548893739152544,0.016205297880640887,success
31,rgbd,True,,False,True,True,True,True,False,900,4278.468821310804,0.0004584612729701152,0.0004583029982865012,0.15371764017953454,2.909242593751582e-05,0.004557102645079052,0.001785129218871642,0.005007660479380535,0.009841787279306421,0,900,0.2642209398186315,0.5409816772134703,57.3991189222163,403,False,True,True,True,0.025415549200762947,,900,0,True,"{'ppo_observation': 900, 'reach_safety': 726, 'grasp_safety': 66, 'place_servo': 465, 'place_descent': 280, 'place_release': 181}","{'rgbd_visual_hold': 1188, 'tcp_fk_propagated': 1430}","[0.6209515432744581, -0.17292869505534678, 0.315]","[0.7232290912928083, -0.19074938171141773, 0.315]",0.0273373613593583,0.028266553380785406,0.014654121970560489,0.02731769715984664,0.028576028555638847,0.028807171899760082,0.014900922604425604,0.020029655836337344,释放失败
32,rgbd,True,,True,True,True,True,True,True,430,3537.393027126788,0.0005540349165320525,0.000553786052985119,0.11873224596895739,2.909242593757133e-05,0.002386340203720088,0.001315255319833298,0.0025824634716109305,0.010211300210737894,0,430,0.34186046511627904,0.5409820507576308,21.10188042844402,0,False,False,True,False,0.003495622738900871,,430,0,True,"{'ppo_observation': 430, 'reach_safety': 496, 'grasp_safety': 64, 'place_servo': 126, 'place_descent': 297, 'place_release': 41}","{'rgbd_visual_hold': 840, 'tcp_fk_propagated': 614}","[0.3980728491124304, 0.028891798188833556, 0.315]","[0.4335398704985005, -0.04300712163954415, 0.315]",0.0272829423258829,0.028265075746777443,0.015306008436971847,0.0269109741726483,0.02721840892157414,0.027728231308043912,0.01026924082983186,0.01596307020978997,success
